x,y,box type,section,nestbox,longitude,latitude
446663.33,208847.71,GT,CP,CP34,-1.3250609288611621,51.776360584525406
446634.33,208808.71,GT,CP,CP35,-1.3254864508766546,51.776012369549186
446664.33,208766.71,GT,CP,CP36,-1.3250572959815892,51.775632277796724
446661.33,208737.71,GT,CP,CP37,-1.3251046620373759,51.77537180526077
446894.72,208524.76,GT,CP,CP38,-1.3217509116788215,51.77343783896757
446896.72,208471.76,GT,CP,CP38A,-1.321729067922207,51.77296117995472
446973.72,208542.76,GT,CP,CP39,-1.3206036123324658,51.77359305830981
447072.72,208549.76,GT,CP,CP40,-1.319167950307715,51.773647694416816
447114.72,208507.76,GT,CP,CP40A,-1.3185649673401771,51.77326657223216
447001.72,208493.76,GT,CP,CP41,-1.32020445046875,51.77315018347525
447038.72,208452.76,GT,CP,CP42,-1.3196737892405088,51.77277847615224
447064.71,208490.18,GT,CP,CP42A,-1.31929208765185,51.773112717866084
446948.72,208462.76,GT,CP,CP43,-1.3209767041329918,51.772875917800874
446340.33,209308.76,BT,CP,CP100,-1.3296807704535505,51.780532388205586
446387.33,209314.71,BT,CP,CP101,-1.3289987438903963,51.78058199671945
446425.33,209320.71,BT,CP,CP102,-1.3284471584032118,51.78063279568729
446485.33,209319.71,BT,CP,CP103,-1.3275776307160854,51.78061883657155
446486.33,209298.71,BT,CP,CP104,-1.3275659419174817,51.780429955054345
446450.33,209319.71,BT,CP,CP105,-1.328084932999737,51.78062173576293
446531.33,209294.71,BT,CP,CP106,-1.3269142338802027,51.78039026260745
446540.33,209277.71,BT,CP,CP107,-1.3267860591895149,51.78023667902932
446563.33,209255.71,BT,CP,CP108,-1.3264556359971182,51.78003698138911
446596.33,209232.71,BT,CP,CP109,-1.3259804086852889,51.77982746188969
446640.6,209204.83,BT,CP,CP110,-1.3253424922415247,51.77957313040822
446655.33,209185.71,BT,CP,CP111,-1.3251315590530357,51.779400008945906
446694.33,209177.71,BT,CP,CP112,-1.3245673684833907,51.77932484086797
446708.33,209132.71,BT,CP,CP113,-1.324370493708449,51.778919107034405
446726.33,209123.71,BT,CP,CP114,-1.3241108138856261,51.77883669441449
446772.33,209091.71,BT,CP,CP115,-1.3234484016470138,51.77854516812413
446738.33,209084.71,BT,CP,CP116,-1.3239421267268598,51.778485068880975
446710.33,209047.71,BT,CP,CP117,-1.3243529154582119,51.77815475574243
446660.33,209070.71,BT,CP,CP118,-1.3250745092067369,51.778365695961284
446667.33,209113.71,BT,CP,CP119,-1.3249672874005947,51.77875170135628
446661.33,209162.71,BT,CP,CP120,-1.3250476794653234,51.779192730509436
446622.33,209175.71,BT,CP,CP121,-1.3256111993092818,51.77931284833232
446557.33,209171.71,BT,CP,CP122,-1.3265538397814214,51.779282284816354
446608.33,209142.71,BT,CP,CP123,-1.3258185342460773,51.77901732808772
446603.33,209107.71,BT,CP,CP124,-1.3258956906677302,51.77870307906707
446568.33,209102.71,BT,CP,CP125,-1.3264036403910513,51.778661033376736
446581.33,209032.71,BT,CP,CP126,-1.3262245918621693,51.77803062522613
446527.33,209131.71,BT,CP,CP127,-1.3269940055581306,51.77892515718946
446514.33,209068.71,BT,CP,CP128,-1.3271908458505568,51.77835983910638
446464.33,209036.71,BT,CP,CP129,-1.3279197997049026,51.77807628907862
446442.33,209097.71,BT,CP,CP130,-1.3282305168160924,51.77862652610053
446417.33,209047.71,BT,CP,CP131,-1.3285995287960106,51.778179074250914
446417.33,208984.71,BT,CP,CP132,-1.3286079316456596,51.77761267792239
446377.33,209003.71,BT,CP,CP133,-1.3291851353122834,51.77778680385626
446681.33,208711.71,BT,CP,CP134,-1.3248182959040251,51.77513639082883
446701.33,208746.71,BT,CP,CP135,-1.3245237480423175,51.7754493909899
446755.33,208744.71,BT,CP,CP136,-1.3237414118471185,51.775426912819235
446767.33,208712.71,BT,CP,CP137,-1.3235717994768583,51.77513821949796
446722.33,208688.71,BT,CP,CP138,-1.324227187373573,51.77492619862947
446597.33,208777.71,BT,CP,CP139,-1.3260268373526942,51.77573674078446
446623.33,208808.71,BT,CP,CP140,-1.3256458724257245,51.77601328373804
446591.33,208861.71,BT,CP,CP141,-1.3261025492999736,51.776492434006755
446564.33,208823.71,BT,CP,CP142,-1.3264989449681124,51.77615303967796
446527.33,208908.71,BT,CP,CP143,-1.3270238196834263,51.776920294659234
446455.33,208938.71,BT,CP,CP144,-1.3280633231627352,51.77719597349274
446389.33,208935.71,BT,CP,CP145,-1.3290202779911182,51.777174463246965
446263.33,209119.71,BT,CP,CP146,-1.3308219679045894,51.778839104815695
446273.33,209170.71,BT,CP,CP147,-1.3306702484038322,51.77929679150828
446316.33,209216.71,BT,CP,CP148,-1.3300408866488627,51.77970680233782
446369.33,209115.71,BT,CP,CP149,-1.3292861596361976,51.77879439199104
446385.33,209171.71,BT,CP,CP150,-1.3290467947861349,51.77929653267026
446363.33,209155.71,BT,CP,CP151,-1.3293677930050165,51.7791545045812
446417.33,209186.71,BT,CP,CP152,-1.328580988199626,51.779428742143075
446446.33,209163.71,BT,CP,CP153,-1.328163732940327,51.779219562380916
446524.33,209183.71,BT,CP,CP154,-1.3270305347529439,51.77939290746743
446489.33,209199.71,BT,CP,CP155,-1.327535685661643,51.779539655587556
446448.33,209209.71,BT,CP,CP156,-1.328128605067987,51.779632955870056
446487.33,209228.71,BT,CP,CP157,-1.327560799445241,51.77980054330719
446572.33,209197.71,BT,CP,CP158,-1.3263329512583473,51.77951479046208
445711.33,208363.71,GT,EX,EX1,-1.3389218329143833,51.77208757947483
445636.33,208384.71,GT,EX,EX2,-1.3400059540791802,51.772282483153056
445602.33,208356.71,GT,EX,EX3,-1.3405023401040939,51.77203351457939
445547.33,208400.75,GT,EX,EX4,-1.3412936185362354,51.77243392072347
445483.33,208370.71,GT,EX,EX5,-1.3422250164337166,51.77216903849423
445452.33,208363.71,GT,EX,EX5A,-1.3426751726183426,51.772108617029126
445486.33,208437.71,GT,EX,EX6,-1.3421727874426266,51.77277115555154
445561.33,208502.71,GT,EX,EX7,-1.341077389786143,51.77334945034824
445557.33,208562.71,GT,EX,EX8,-1.3411275058957666,51.77388920194626
445573.33,208620.71,GT,EX,EX8A,-1.3408880368641756,51.77440934859059
445503.33,208584.71,GT,EX,EX9,-1.3419072108582726,51.77409137332631
445473.33,208641.71,GT,EX,EX10,-1.342334533856854,51.77460626082877
445542.33,208712.71,GT,EX,EX10A,-1.3413252644793974,51.77523898649461
445444.33,208706.71,GT,EX,EX11,-1.342746329469015,51.77519298936141
445792.33,208402.71,GT,EX,EX11C,-1.33774287959409,51.77243160285536
445406.33,208764.71,GT,EX,EX12,-1.3432894844666645,51.77571751167564
445480.33,208770.71,GT,EX,EX12A,-1.3422162315783108,51.77576546115787
445382.33,208817.71,GT,EX,EX13,-1.3436304020233325,51.77619594707027
445305.33,208756.71,GT,EX,EX13A,-1.3447543014704457,51.77565375218257
445451.33,208853.71,GT,EX,EX14,-1.3426256855393501,51.77651401804309
445559.33,208789.71,GT,EX,EX14A,-1.3410688106611324,51.775929870641875
445630.33,208871.71,GT,EX,EX14B,-1.340029065689923,51.77666131733455
445523.33,208906.71,GT,EX,EX15,-1.34157525192141,51.77698467449759
445612.33,208972.71,GT,EX,EX16,-1.3402767053953188,51.7775708153945
445694.33,208976.71,GT,EX,EX17,-1.3390877207854115,51.777600104830384
445710.33,209023.71,GT,EX,EX18,-1.3388496530850507,51.77802135204079
445761.33,208957.71,GT,EX,EX18A,-1.3381191602698899,51.77742382585495
445807.33,209073.71,GT,EX,EX19,-1.3374371977832518,51.77846296244616
445815.33,208992.71,GT,EX,EX19A,-1.3373319116105886,51.77773408409197
445893.33,209060.71,GT,EX,EX20,-1.33619245521154,51.77833905855455
445992.33,209122.71,GT,EX,EX21,-1.334749390810997,51.77888835806446
446025.33,209133.71,GT,EX,EX22,-1.334269640073406,51.77898454646947
446123.33,208965.71,GT,EX,EX25,-1.3328715092524792,51.77746610667861
446155.33,208949.71,GT,EX,EX26,-1.3324098438381227,51.777319628259576
446225.33,208867.71,GT,EX,EX27,-1.3314062036081344,51.776576650458075
446168.33,208842.71,GT,EX,EX28,-1.3322356247434608,51.77635658304887
446108.33,208834.71,GT,EX,EX29,-1.333106264558676,51.77628959358384
446020.33,208789.71,GT,EX,EX29A,-1.3343875969404162,51.775892249004464
445981.49,208869.98,GT,EX,EX30,-1.3349398949875995,51.77661709531513
445914.33,208883.71,GT,EX,EX31,-1.3359114397600131,51.7767460339141
445950.33,208948.71,GT,EX,EX31A,-1.3353811052552322,51.777327464802994
445844.33,208866.71,GT,EX,EX32,-1.3369281984959835,51.77659892049657
445775.33,208855.71,GT,EX,EX33,-1.337929668538707,51.776505659298124
445711.33,208853.71,GT,EX,EX34,-1.3388574873458539,51.776492896175135
445694.33,208899.71,GT,EX,EX34A,-1.3390978301983498,51.77690784110047
445687.33,208804.71,GT,EX,EX35,-1.339211752741561,51.776054319396685
445645.33,208807.71,GT,EX,EX35A,-1.3398200620877547,51.77608470903829
445626.33,208771.71,GT,EX,EX36,-1.3401001468937843,51.7757625984775
445613.33,208723.71,GT,EX,EX37,-1.3402948438504199,51.775332114180586
445634.33,208665.71,GT,EX,EX38,-1.3399981011990112,51.77480896096369
445669.33,208666.71,GT,EX,EX38A,-1.339490731664958,51.77481510384146
445695.33,208717.71,GT,EX,EX39,-1.3391072308914995,51.77527149960625
445861.33,208761.71,GT,EX,EX39A,-1.3366956511518544,51.77565353548038
445778.33,208758.71,GT,EX,EX39B,-1.3378989471796536,51.77563334207959
445793.33,208670.71,GT,EX,EX39C,-1.3376931327982429,51.77484095947005
445730.33,208660.71,GT,EX,EX40,-1.3386074759924718,51.77475619306494
445795.33,208539.71,GT,EX,EX41,-1.337681381984228,51.77366304858988
445755.33,208462.71,GT,EX,EX41A,-1.3382711887219008,51.77297404756153
445738.33,208427.71,GT,EX,EX41B,-1.3385221500213287,51.77266076792469
445761.33,208406.71,GT,EX,EX41C,-1.3381915983034534,51.77247009346821
445851.33,208441.71,GT,EX,EX41D,-1.3368827294479586,51.77277741237105
445777.33,208408.71,GT,EX,EX41E,-1.337959466994824,51.772486769361066
445837.33,208589.71,GT,EX,EX42,-1.3370661278311686,51.77410914128716
445869.33,208651.71,GT,EX,EX42A,-1.3365942045724484,51.77466393349695
445912.33,208625.71,GT,EX,EX43,-1.3359744578411947,51.77442666536702
445873.33,208521.71,GT,EX,EX43A,-1.3365533664130642,51.773494849513156
445919.33,208499.71,GT,EX,EX43B,-1.3358896321724067,51.77329329744211
445982.36,208540.65,GT,EX,EX43C,-1.3349707919769427,51.77365620445788
446085.33,208625.71,GT,EX,EX43D,-1.3334672752640118,51.7744124832059
446010.33,208649.71,GT,EX,EX43E,-1.334551031544601,51.774634408522395
445891.33,208698.71,GT,EX,EX44,-1.3362691737844459,51.77508468514713
445963.33,208750.71,GT,EX,EX45,-1.335218839933491,51.77554629437131
446031.33,208756.71,GT,EX,EX46,-1.3342325397894055,51.775594662429796
446112.33,208725.71,GT,EX,EX47,-1.333062733389402,51.77530930805962
446150.33,208758.71,GT,EX,EX47A,-1.3325076366776014,51.77560286796006
446170.25,208679.27,GT,EX,EX48,-1.3322294783999726,51.774887029495716
446179.33,208737.71,GT,EX,EX48A,-1.332090132910679,51.77541168291461
446245.33,208674.71,GT,EX,EX49,-1.3311419854906352,51.77483985012196
446155.33,208632.71,GT,EX,EX49A,-1.3324518807304209,51.77446966257851
446227.33,208612.71,GT,EX,EX49B,-1.3314110846102052,51.77428392683454
446215.33,208762.71,GT,EX,EX49C,-1.331565076479152,51.77563347951704
446308.33,208686.71,GT,EX,EX50,-1.330227361069918,51.774942539258724
446397.33,208674.71,GT,EX,EX51,-1.3289391249368516,51.7748273017315
446381.33,208780.71,GT,EX,EX51A,-1.3291568799047198,51.775781609389036
446314.33,208817.71,GT,EX,EX51B,-1.3301229745004317,51.776119789624246
446379.33,208890.71,GT,EX,EX51C,-1.3291712072885185,51.77677072107685
446444.87,208795.54,GT,EX,EX51D,-1.3282340282890999,51.775909681170965
446477.33,208704.71,GT,EX,EX52,-1.32777571943039,51.77509039336563
446535.33,208706.71,GT,EX,EX53,-1.3269348825608813,51.77510356678844
446607.33,208709.71,GT,EX,EX54,-1.3258910152031451,51.77512456184983
446634.33,208663.71,GT,EX,EX55,-1.3255058785488119,51.77470875921687
446552.33,208643.71,GT,EX,EX56,-1.3266969345410813,51.774535760173556
446473.33,208633.71,GT,EX,EX57,-1.3278431693621089,51.774452404776724
446421.33,208586.71,GT,EX,EX58,-1.3286030409659064,51.774034159389025
446392.33,208565.71,GT,EX,EX59,-1.329026114847818,51.773847758931154
446331.33,208517.71,GT,EX,EX60,-1.3299165269578679,51.773421258545255
446309.33,208474.71,GT,EX,EX61,-1.3302410724488476,51.773036486220576
446299.33,208425.71,GT,EX,EX62,-1.33039250871483,51.7725967803943
446322.33,208376.71,GT,EX,EX62A,-1.3300657176576092,51.77215435118211
446330.33,208317.71,GT,EX,EX62B,-1.329957636310719,51.77162325538326
446330.33,208264.71,GT,EX,EX62C,-1.3299646894308539,51.77114676257037
446300.77,208230.55,GT,EX,EX62D,-1.3303975958830294,51.77084208912473
446325.53,208122.65,GT,EX,EX62E,-1.3300531498802137,51.76986997807943
446379.19,208094.35,GT,EX,EX62F,-1.3292793372562282,51.7696111167605
446411.61,208050.73,GT,EX,EX62G,-1.3288153590173009,51.769216273914445
446454.65,207990.58,GT,EX,EX62H,-1.3281997043317573,51.76867193843431
446427.53,207969.36,GT,EX,EX62I,-1.3285955167808279,51.76848340566858
446234.33,208384.71,GT,EX,EX63,-1.3313399202776366,51.77223353204005
446184.33,208449.71,GT,EX,EX64,-1.3320558808007055,51.77282202752707
446127.33,208492.71,GT,EX,EX65,-1.3328762194875554,51.77321330461368
445877.75,208346.33,GT,EX,EX66,-1.336512423751964,51.77191774472844
445956.33,208360.71,GT,EX,EX67,-1.3353717766786546,51.77204059748817
445909.33,208292.71,GT,EX,EX68,-1.3360618501585058,51.77143309458687
445899.33,208257.71,GT,EX,EX69,-1.3362113787405239,51.77111924711884
445865.33,208233.71,GT,EX,EX70,-1.3367072457386056,51.77090625632071
445851.33,208172.71,GT,EX,EX71,-1.336918156719965,51.7703589832507
445808.33,208198.71,GT,EX,EX71A,-1.33753785292599,51.77059624639214
445922.33,208217.71,GT,EX,EX72,-1.3358833540986657,51.77075774778918
445912.33,208188.71,GT,EX,EX72A,-1.3360320904392493,51.770497843166275
445964.33,208152.71,GT,EX,EX73,-1.3352833042021028,51.770169930632534
446031.33,208127.71,GT,EX,EX73A,-1.3343157108141983,51.769939678060965
445909.33,208141.71,GT,EX,EX74,-1.3360817611218756,51.770075537758366
445916.33,208096.71,GT,EX,EX75,-1.3359862584750102,51.76967039510839
445885.33,208058.71,GT,EX,EX75A,-1.3364404831195686,51.76933129364698
445899.33,207993.71,GT,EX,EX76,-1.3362461807024675,51.76874576987019
445991.33,207977.71,GT,EX,EX77,-1.3349151616377224,51.76859439113226
446079.33,207964.71,GT,EX,EX78,-1.333641716484461,51.76847029710748
445837.33,208289.71,GT,EX,EX79,-1.337105628435665,51.77141200888882
445795.33,208313.71,GT,EX,EX80,-1.3377111115771874,51.771631208559825
445778.33,208354.71,GT,EX,EX81A,-1.3379520759412225,51.77200120382449
446086.33,207856.71,GT,EX,EX84,-1.3335545768515258,51.7674987545729
446042.33,207841.75,GT,EX,EX85,-1.334194122165974,51.76736786880767
446001.33,207834.71,GT,EX,EX86,-1.3347891473311195,51.76730793800058
445921.33,207835.71,GT,EX,EX88,-1.335948224291426,51.76732347965151
445826.33,207888.71,GT,EX,EX89,-1.3373178109577626,51.76780773819935
445791.33,207896.71,GT,EX,EX90,-1.337823918636568,51.767882518469975
445759.33,207904.71,GT,EX,EX91,-1.3382865570293088,51.76795705198128
445731.33,207934.71,GT,EX,EX92,-1.3386883463380344,51.76822904769534
445993.52,209214.58,BT,EX,EX100,-1.3347200008452027,51.779714211033024
445894.31,209199.67,BT,EX,EX101,-1.336159925371821,51.77958828855723
445845.86,209163.52,BT,EX,EX102,-1.3368669244781404,51.7792672459005
445801.96,209174.35,BT,EX,EX103,-1.3375017832793754,51.77936819800606
445794.8,209149.49,BT,EX,EX104,-1.3376088316360024,51.77914528035994
445765.41,209150.22,BT,EX,EX105,-1.338034711595317,51.77915424162377
445743.23,209131.56,BT,EX,EX106,-1.338358639343126,51.77898828901128
445689.25,209135.51,BT,EX,EX107,-1.339140499361305,51.77902819985793
445673.31,209089.66,BT,EX,EX108,-1.339377549191155,51.7786172862572
445623.39,209101.66,BT,EX,EX109,-1.3400995037660135,51.778729233192415
445606.61,209081.38,BT,EX,EX110,-1.3403453670958942,51.77854827139679
445557.47,209091.39,BT,EX,EX111,-1.341056278391314,51.7786422580835
445569.37,209048.79,BT,EX,EX112,-1.340889380751964,51.778258298938155
445556.22,209022.65,BT,EX,EX113,-1.341083393752417,51.77802435673968
445508.7,209029.56,BT,EX,EX114,-1.3417712241463982,51.77809033717933
445480.94,209040.76,BT,EX,EX115,-1.3421721023393178,51.778193281134826
445436.83,208988.65,BT,EX,EX116,-1.342818218992058,51.77772836308626
445395.81,208994.62,BT,EX,EX117,-1.3434119624266823,51.77778535647579
445394.49,208956.68,BT,EX,EX118,-1.3434360423511877,51.77744436577981
445359.22,208973.82,BT,EX,EX119,-1.343944990059222,51.77760131450403
445349.71,208927.24,BT,EX,EX120,-1.3440888919408054,51.77718330823817
445325.05,208930.8,BT,EX,EX121,-1.344445833069412,51.77721730686015
445288.6,208932.37,BT,EX,EX122,-1.3449739099508142,51.7772343651858
445236.52,208932.45,BT,EX,EX123,-1.345728711563554,51.777239285742134
445229.92,208899.7,BT,EX,EX124,-1.3458286234118733,51.77694538056987
445203.42,208876.33,BT,EX,EX125,-1.3462157290871835,51.77673740929165
445154.35,208909.7,BT,EX,EX126,-1.3469225793790502,51.777041371794304
445200.44,208939.69,BT,EX,EX127,-1.3462506903504208,51.77730728435764
447963.72,207858.76,GT,MP,MP1,-1.3063507266078422,51.7673598778897
447995.72,207860.76,GT,MP,MP2,-1.3058867697179557,51.76737512282422
448026.72,207878.76,GT,MP,MP3,-1.3054350956830336,51.76753429775641
448057.72,207841.8,GT,MP,MP4,-1.304991004066497,51.76719935911485
448031.72,207830.76,GT,MP,MP5,-1.3053692665470245,51.76710233108174
448030.72,207795.76,GT,MP,MP6,-1.3053885843432278,51.7667877529723
448037.72,207767.76,GT,MP,MP7,-1.305291018150477,51.766535422872394
448052.72,207811.76,GT,MP,MP8,-1.3050675995837107,51.766929715931894
448078.72,207818.76,GT,MP,MP9,-1.304689895743289,51.76699042182496
448096.72,207785.76,GT,MP,MP10,-1.304433635483826,51.76669219659955
448090.72,207763.76,GT,MP,MP11,-1.3045236127825939,51.76649492219612
448089.72,207730.76,GT,MP,MP12,-1.3045426599517278,51.766198324995585
448119.72,207736.8,GT,MP,MP13,-1.3041071354799072,51.76625005550156
448152.72,207733.76,GT,MP,MP14,-1.3036293965713244,51.76621989426248
448158.72,207690.76,GT,MP,MP15,-1.3035484054563644,51.765832792689245
448190.72,207683.76,GT,MP,MP16,-1.3030857088972365,51.765767113123964
448199.72,207658.76,GT,MP,MP17,-1.3029587635923057,51.765541580529536
448221.72,207630.76,GT,MP,MP18,-1.302643873115485,51.76528795980288
448250.72,207583.76,GT,MP,MP19,-1.302230193747118,51.76486291909441
448277.72,207566.76,GT,MP,MP20,-1.3018413413934422,51.76470776061501
448294.72,207540.76,GT,MP,MP21,-1.3015986310768417,51.76447254794683
448334.72,207501.76,GT,MP,MP22,-1.3010244800317474,51.76411847946139
448366.72,207434.76,GT,MP,MP23,-1.3005701375417167,51.763513366802854
448356.72,207411.76,GT,MP,MP24,-1.3007182189549056,51.76330744954018
448397.72,207421.76,GT,MP,MP25,-1.3001227916628066,51.763393819503676
448399.72,207392.76,GT,MP,MP26,-1.3000978443200895,51.76313292582151
448435.72,207371.76,GT,MP,MP27,-1.299579172901164,51.76294102218578
448398.72,207376.76,GT,MP,MP28,-1.3001145564495284,51.76298916585761
448377.72,207353.76,GT,MP,MP29,-1.3004220123018135,51.7627841973727
448363.72,207370.76,GT,MP,MP30,-1.300622491401036,51.76293824049135
448368.72,207321.76,GT,MP,MP31,-1.3005568533621867,51.762497280590416
448413.72,207330.76,GT,MP,MP32,-1.2999036214881652,51.762574314390555
448440.72,207343.76,GT,MP,MP33,-1.2995106242739751,51.76268885986258
448488.72,207295.76,GT,MP,MP34,-1.2988218578694972,51.76225317668872
448457.72,207302.76,GT,MP,MP34A,-1.2992700238030177,51.762318786587095
448422.72,207277.76,GT,MP,MP35,-1.2997805936794673,51.76209704746927
448372.72,207288.76,GT,MP,MP36,-1.3005034827388273,51.76220025303678
448396.72,207260.76,GT,MP,MP37,-1.3001596525752463,51.76194645328295
448439.72,207246.76,GT,MP,MP38,-1.2995386033546992,51.761816878593585
448481.72,207255.76,GT,MP,MP39,-1.2989288444316291,51.761894165907414
448517.72,207253.76,GT,MP,MP40,-1.2984075454889545,51.76187307447663
448487.72,207218.76,GT,MP,MP41,-1.2988470656721243,51.76156100331206
448447.72,207210.76,GT,MP,MP42,-1.2994277048693093,51.76149253416767
448406.72,207231.76,GT,MP,MP43,-1.3000188001132889,51.761684869679826
448390.72,207219.76,GT,MP,MP44,-1.3002522785491204,51.76157836462291
448407.72,207160.76,GT,MP,MP45,-1.300014179397035,51.76104646577496
448477.72,207167.76,GT,MP,MP46,-1.2989990454430531,51.76110335729602
448510.72,207193.76,GT,MP,MP47,-1.298517319917306,51.7613342563247
448556.72,207188.76,GT,MP,MP48,-1.2978515650793017,51.76128532695212
448489.72,207134.76,GT,MP,MP49,-1.2988297832608888,51.760805637977946
448460.2,207118.29,GT,MP,MP50,-1.299259758003791,51.76066011560515
448419.72,207113.76,GT,MP,MP51,-1.2998468568415147,51.76062288242674
448469.72,207074.76,GT,MP,MP52,-1.2991278906538672,51.76026794198867
448521.72,207119.76,GT,MP,MP53,-1.2983682594582198,51.76066801690033
448559.72,207141.76,GT,MP,MP54,-1.2978146533209811,51.760862519287656
448598.34,207079.41,GT,MP,MP55,-1.2972638285406732,51.76029862635561
448559.72,207079.76,GT,MP,MP56,-1.297823296727477,51.7603051153171
448512.72,207064.76,GT,MP,MP57,-1.2985063103381078,51.76017432346219
448488.72,207049.76,GT,MP,MP58,-1.2988561035339312,51.760041541310684
448553.24,207029.14,GT,MP,MP59,-1.2979242331496466,51.759850582440706
448601.72,207042.76,GT,MP,MP60,-1.297219973608926,51.75996883605781
448589.72,207010.76,GT,MP,MP61,-1.2973982890318196,51.75968218254697
448542.72,206988.76,GT,MP,MP62,-1.298082269895976,51.759488460396
448567.72,206970.76,GT,MP,MP63,-1.2977225921931765,51.75932447093529
448605.72,206956.76,GT,MP,MP64,-1.2971740229585822,51.75919531643554
448602.72,206929.76,GT,MP,MP65,-1.2972212522258855,51.75895283572161
448621.72,206914.76,GT,MP,MP66,-1.2969480867813397,51.7588163345269
448468.72,207029.76,GT,MP,MP67,-1.2991486398688663,51.759863460787734
448478.72,206992.76,GT,MP,MP68,-1.299008912974495,51.7595299528025
448519.72,206960.76,GT,MP,MP69,-1.2984193822476797,51.75923871797474
448559.72,206926.76,GT,MP,MP70,-1.2978446252298321,51.75892958593188
448536.72,206873.76,GT,MP,MP71,-1.29818521787734,51.75845508439716
448484.72,206908.76,GT,MP,MP72,-1.298933679239014,51.7587742417553
448396.98,206917.97,GT,MP,MP73,-1.3002035128792326,51.75886461458592
448311.72,206937.76,GT,MP,MP74,-1.3014359558618507,51.75904987867639
448359.72,206990.76,GT,MP,MP75,-1.3007332048209368,51.75952223650178
448390.72,207004.76,GT,MP,MP76,-1.300282147143324,51.7596454304973
448383.72,207042.76,GT,MP,MP77,-1.300378281909094,51.759987668816585
448423.72,207060.76,GT,MP,MP78,-1.2997962732844286,51.76014604666247
448367.72,207167.76,GT,MP,MP79,-1.3005927273614417,51.76111284669722
448343.72,207270.76,GT,MP,MP80,-1.3009261438862625,51.76204092452136
448341.72,207316.76,GT,MP,MP81,-1.300948735916447,51.76245465471942
448334.72,207373.76,GT,MP,MP82,-1.3010422446546759,51.76296770976704
448302.72,207433.76,GT,MP,MP83,-1.3014975589246989,51.76350988793616
448290.72,207471.76,GT,MP,MP84,-1.301666155324766,51.76385255532319
448279.72,207503.76,GT,MP,MP85,-1.3018210970403856,51.76414119410469
448227.72,207521.76,GT,MP,MP86,-1.302572032148313,51.764307491817014
448221.72,207584.76,GT,MP,MP87,-1.3026502428841675,51.764874401910845
448181.72,207609.76,GT,MP,MP88,-1.3032263532798791,51.76510259703341
448096.72,207648.76,GT,MP,MP89,-1.3044525581160047,51.765460513052695
448077.72,207710.76,GT,MP,MP90,-1.3047192972340043,51.76601954529888
447955.72,207914.76,GT,MP,MP91,-1.306458934165131,51.767864023536795
447983.72,207936.76,GT,MP,MP92,-1.3060501767293773,51.768059418728534
448018.72,207967.76,GT,MP,MP93,-1.305538742276737,51.76833512705531
448025.32,208016.67,GT,MP,MP94,-1.305436359542924,51.76877428219105
447941.72,207986.76,GT,MP,MP95,-1.306651883150954,51.768512527927626
447925.72,207923.76,GT,MP,MP96,-1.306892401422738,51.76794749988583
447796.72,207184.76,GT,MP,MP97,-1.3088630666087622,51.761314595091584
447817.72,207173.76,GT,MP,MP98,-1.308560326365443,51.76121391207986
445294.72,208013.76,GT,O,O1,-1.3450047300541461,51.768975149303856
445295.72,208068.76,GT,O,O2,-1.344983084853202,51.76946954395619
445269.72,208067.76,GT,O,O3,-1.3453599764517072,51.76946265128338
445228.72,208069.76,GT,O,O4,-1.3459538406884206,51.76948393780514
445176.72,208063.76,GT,O,O5,-1.3467081427472873,51.76943418317107
445203.72,208060.76,GT,O,O5A,-1.346317280004223,51.769405037773076
445173.72,208103.76,GT,O,O6,-1.3467464258545878,51.76979404319121
445203.72,208133.76,GT,O,O7,-1.346307803047221,51.77006134154545
445208.72,208155.8,GT,O,O8,-1.3462324862838912,51.77025908857821
445267.72,208154.76,GT,O,O9,-1.3453776475427408,51.7702449826898
445297.72,208135.76,GT,O,O10,-1.3449453870136239,51.770071743366756
445339.72,208246.76,GT,O,O11,-1.344322309811338,51.771066292673076
445404.72,208227.76,GT,O,O12,-1.3433828507064194,51.770890218857716
445364.72,208273.76,GT,O,O13,-1.3439565083728446,51.7713070146668
445385.72,208271.76,GT,O,O13A,-1.3436524493889113,51.77128733580721
445451.72,208171.76,GT,O,O14,-1.3427090709939946,51.770382948826736
445419.72,208178.76,GT,O,O15,-1.3431718735819813,51.77044847274192
445431.72,208109.76,GT,O,O16,-1.343006983111752,51.76982715996406
445431.72,208036.76,GT,O,O17,-1.3430165078600078,51.76917085659816
445339.57,207980.91,GT,O,O18,-1.3443591007718696,51.76867619129666
445340.72,208043.76,GT,O,O19,-1.3443342529183118,51.76924114882347
445342.72,208098.76,GT,O,O20,-1.3442981093270414,51.7697354625129
445270.72,207991.76,GT,O,O21,-1.345355366354423,51.76877929552075
445238.72,207974.76,GT,O,O22,-1.3458212744380544,51.76862903787364
445222.72,207955.76,GT,O,O23,-1.346055590925581,51.768459508479516
445168.72,207887.76,GT,O,O24,-1.346846898711448,51.76785250518794
445223.72,207860.76,GT,O,O25,-1.3460534376970774,51.76760533375062
445161.72,207857.76,GT,O,O26,-1.3469522214905176,51.76758335446906
445124.72,207881.76,GT,O,O27,-1.3474852502059236,51.76780210159251
445122.72,207833.76,GT,O,O27A,-1.347520450267563,51.76737071991463
445160.95,207823.54,GT,O,O28,-1.3469678166481347,51.76727576263201
445236.72,208018.76,GT,O,O29,-1.3458445395448926,51.76902477945701
445291.72,207960.76,GT,O,O30,-1.345055095628989,51.76849889692728
