x,y,box type,section,nestbox
447236.33,207462.71,GT,P,P13
447153.33,207568.71,GT,P,P14
447105.33,207601.71,GT,P,P15
447070.33,207626.71,GT,P,P16
447006.33,207611.71,GT,P,P17
446946.33,207593.71,GT,P,P18
446914.33,207609.71,GT,P,P19
446835.33,207587.71,GT,P,P20
446767.33,207549.71,GT,P,P21
446823.33,207539.71,GT,P,P22
446911.33,207515.71,GT,P,P23
446997.33,207496.71,GT,P,P24
447090.33,207505.71,BT,P,P100
447099.33,207552.71,BT,P,P101
447049.33,207462.71,BT,P,P102
447024.33,207437.71,BT,P,P103
447103.33,207400.71,BT,P,P104
447121.33,207366.71,BT,P,P105
447170.33,207354.71,BT,P,P106
447185.33,207395.71,BT,P,P107
447169.33,207448.71,BT,P,P108
447156.33,207506.71,BT,P,P109
447273.33,207451.71,BT,P,P110
447281.33,207422.76,BT,P,P111
447298.33,207399.71,BT,P,P112
447302.33,207456.71,BT,P,P113
447351.33,207474.71,BT,P,P114
447380.33,207457.76,BT,P,P115
447401.33,207500.71,BT,P,P116
447363.33,207509.71,BT,P,P117
447300.33,207494.71,BT,P,P118
447256.33,207484.71,BT,P,P119
447339.33,207514.71,BT,P,P120
447326.33,207583.71,BT,P,P121
447269.33,207606.71,BT,P,P122
447218.33,207605.71,BT,P,P123
447254.33,207640.71,BT,P,P124
447306.33,207622.71,BT,P,P125
447352.33,207626.71,BT,P,P126
446202.33,207910.71,GT,SW,SW1
446216.33,207871.71,GT,SW,SW2
446241.33,207876.75,GT,SW,SW3
446274.33,207845.71,GT,SW,SW4
446320.98,207891.12,GT,SW,SW5
446327.33,207836.71,GT,SW,SW6
446331.33,207801.71,GT,SW,SW7
446281.33,207774.71,GT,SW,SW8
446338.33,207737.71,GT,SW,SW9
446318.33,207680.71,GT,SW,SW10
446322.33,207639.71,GT,SW,SW11
446325.33,207597.75,GT,SW,SW12
446304.33,207572.71,GT,SW,SW13
446269.33,207542.71,GT,SW,SW14
446239.33,207501.71,GT,SW,SW15
446260.33,207485.71,GT,SW,SW16
446303.33,207521.71,GT,SW,SW17
446358.33,207529.71,GT,SW,SW18
446366.33,207552.71,GT,SW,SW19
446401.33,207577.71,GT,SW,SW20
446420.33,207585.71,GT,SW,SW21
446461.33,207594.71,GT,SW,SW22
446500.33,207602.71,GT,SW,SW23
446523.33,207554.71,GT,SW,SW24
446550.33,207530.71,GT,SW,SW25
446443.33,207550.71,GT,SW,SW26
446425.33,207512.71,GT,SW,SW27
446452.33,207484.71,GT,SW,SW28
446468.33,207455.71,GT,SW,SW29
446515.33,207463.71,GT,SW,SW30
446510.33,207427.71,GT,SW,SW31
446283.33,207228.71,GT,SW,SW32
446328.33,207280.71,GT,SW,SW33
446359.33,207328.71,GT,SW,SW34
446381.33,207366.71,GT,SW,SW35
446424.33,207401.71,GT,SW,SW36
446460.33,207368.71,GT,SW,SW37
446503.33,207381.71,GT,SW,SW38
446571.33,207393.71,GT,SW,SW39
446601.33,207389.71,GT,SW,SW40
446596.33,207435.71,GT,SW,SW41
446590.33,207468.71,GT,SW,SW42
446607.33,207529.71,GT,SW,SW43
446666.33,207531.71,GT,SW,SW44
446699.33,207483.71,GT,SW,SW45
446668.33,207455.71,GT,SW,SW46
446646.33,207423.71,GT,SW,SW47
446628.33,207376.71,GT,SW,SW48
446666.33,207376.71,GT,SW,SW49
446674.33,207369.71,GT,SW,SW49A
446720.33,207436.71,GT,SW,SW50
446734.33,207470.71,GT,SW,SW51
446742.33,207421.71,GT,SW,SW52
446714.33,207379.71,GT,SW,SW53
446789.33,207359.71,GT,SW,SW54
446791.33,207400.71,GT,SW,SW55
446817.33,207436.71,GT,SW,SW56
446878.33,207437.71,GT,SW,SW57
446859.33,207384.71,GT,SW,SW58
446847.33,207337.71,GT,SW,SW59
446894.33,207300.71,GT,SW,SW60
446890.33,207348.71,GT,SW,SW61
446964.33,207329.71,GT,SW,SW61A
446899.33,207378.71,GT,SW,SW62
446960.33,207394.71,GT,SW,SW63
446960.33,207394.71,GT,SW,SW63
447007.33,207379.71,GT,SW,SW64
447015.33,207352.75,GT,SW,SW65
446954.33,207288.71,GT,SW,SW66
446997.33,207305.71,GT,SW,SW67
447039.33,207296.71,GT,SW,SW68
447057.33,207346.71,GT,SW,SW69
447032.33,207397.71,GT,SW,SW70
447051.33,207418.71,GT,SW,SW71
447082.33,207381.71,GT,SW,SW72
447094.33,207298.71,GT,SW,SW73
447143.33,207298.71,GT,SW,SW74
447124.33,207330.71,GT,SW,SW75
447158.33,207352.75,GT,SW,SW76
447192.33,207299.71,GT,SW,SW77
447192.33,207353.71,GT,SW,SW78
447232.33,207358.71,GT,SW,SW79
447250.33,207305.71,GT,SW,SW80
447326.33,207326.71,GT,SW,SW80A
447280.33,207372.71,GT,SW,SW81
447327.33,207376.71,GT,SW,SW82
447438.33,207316.71,GT,SW,SW83
447398.33,207335.71,GT,SW,SW84
447375.33,207309.71,GT,SW,SW84A
447385.33,207377.71,GT,SW,SW85
447401.33,207319.71,GT,SW,SW86
447421.33,207386.71,GT,SW,SW87
447468.33,207292.71,GT,SW,SW88
447452.33,207361.71,GT,SW,SW89
447512.33,207309.71,GT,SW,SW90
446187.33,207225.71,GT,SW,SW101
446196.33,207192.71,GT,SW,SW101A
446220.33,207169.71,GT,SW,SW102
446179.33,207147.71,GT,SW,SW103
446208.33,207101.71,GT,SW,SW104
446212.33,207123.71,GT,SW,SW104A
446199.33,207046.71,GT,SW,SW105
446160.33,207047.71,GT,SW,SW106
446138.33,207049.71,GT,SW,SW107
446096.33,207115.71,GT,SW,SW108
446096.33,207150.71,GT,SW,SW109
446136.33,207131.71,GT,SW,SW109A
446074.33,207165.71,GT,SW,SW110
445998.33,207148.71,GT,SW,SW111
445938.33,207159.71,GT,SW,SW112
446006.33,207195.71,GT,SW,SW113
446053.33,207204.71,GT,SW,SW114
446077.33,207218.71,GT,SW,SW115
446054.33,207257.71,GT,SW,SW116
446081.33,207293.71,GT,SW,SW117
446052.33,207309.71,GT,SW,SW118
446065.33,207348.71,GT,SW,SW119
446049.33,207369.71,GT,SW,SW120
446035.33,207357.71,GT,SW,SW121
445975.33,207428.71,GT,SW,SW122
445980.33,207449.71,GT,SW,SW123
445999.33,207471.71,GT,SW,SW124
446013.33,207508.71,GT,SW,SW125
446067.33,207514.71,GT,SW,SW126
446100.33,207536.71,GT,SW,SW127
446154.33,207555.71,GT,SW,SW128
446172.33,207563.71,GT,SW,SW129
446195.33,207551.71,GT,SW,SW130
446202.33,207594.71,GT,SW,SW131
446225.33,207620.71,GT,SW,SW132
446261.33,207581.71,GT,SW,SW133
446238.33,207655.71,GT,SW,SW134
446222.33,209088.71,GT,W,W1
446202.33,209111.71,GT,W,W2
446234.33,209164.71,GT,W,W3
446240.33,209195.71,GT,W,W4A
446257.33,209228.71,GT,W,W4B
446195.33,209187.71,GT,W,W5
446183.33,209156.71,GT,W,W6
446155.33,209193.71,GT,W,W7
446167.33,209134.75,GT,W,W8
446181.33,209099.75,GT,W,W9
446093.33,209131.71,GT,W,W10
446051.33,209146.71,GT,W,W11
446105.33,209157.71,GT,W,W12
446119.33,209148.71,GT,W,W13
446247.33,209273.75,GT,W,W14
446267.33,209330.71,GT,W,W15
446212.33,209362.71,GT,W,W16
446242.33,209395.71,GT,W,W17
446247.33,209436.71,GT,W,W18
446231.33,209497.71,GT,W,W19
446229.33,209534.71,GT,W,W20
446206.33,209539.71,GT,W,W21
446164.33,209458.71,GT,W,W22
446199.33,209475.71,GT,W,W23
446185.33,209410.71,GT,W,W24
446156.33,209366.71,GT,W,W25
446142.33,209342.71,GT,W,W26
446173.33,209315.71,GT,W,W27
446109.33,209245.71,GT,W,W28
446124.33,209221.71,GT,W,W29
446142.33,209424.71,GT,W,W31
446111.33,209455.71,GT,W,W32
446102.33,209511.71,GT,W,W33
446103.33,209396.71,GT,W,W34
446067.33,209408.71,GT,W,W35
446064.33,209374.71,GT,W,W36
446046.33,209353.71,GT,W,W37
446005.33,209356.71,GT,W,W38
445981.33,209386.71,GT,W,W39
446045.33,209413.75,GT,W,W40
446030.33,209444.71,GT,W,W41
445967.33,209346.71,GT,W,W42
445941.33,209362.71,GT,W,W43
446005.33,209288.71,GT,W,W44
446015.33,209235.71,GT,W,W45
446077.33,209204.75,GT,W,W46
446079.33,209309.71,GT,W,W47
446052.33,209277.71,GT,W,W49
445924.33,209323.71,GT,W,W50
445892.33,209413.75,GT,W,W51
445876.33,209386.71,GT,W,W51A
445820.33,209385.71,GT,W,W52
445780.33,209386.71,GT,W,W53
446073.33,209473.71,GT,W,W54
446057.33,209470.71,GT,W,W55
445993.33,209438.71,GT,W,W56
445965.33,209415.71,GT,W,W57
445917.33,209425.71,GT,W,W58
445913.33,209353.71,GT,W,W59
445859.33,209421.71,GT,W,W60
445821.33,209425.71,GT,W,W61
445726.33,209377.71,GT,W,W62
445695.33,209336.71,GT,W,W63
445682.33,209306.71,GT,W,W64
445637.33,209270.71,GT,W,W64A
445719.33,209298.71,GT,W,W64B
445642.33,209320.71,GT,W,W65
445757.33,209361.71,GT,W,W66
445819.33,209351.71,GT,W,W67
445861.33,209327.71,GT,W,W68
445872.33,209243.71,GT,W,W69
445813.33,209236.71,GT,W,W71
445760.33,209327.71,GT,W,W72
445791.33,209253.71,GT,W,W73
445800.33,209211.71,GT,W,W74
445667.33,209164.71,GT,W,W75
445751.33,209202.71,GT,W,W75A
445644.33,209161.71,GT,W,W76
445609.33,209153.71,GT,W,W77
445685.33,209195.71,GT,W,W78
445684.33,209242.71,GT,W,W79
445704.33,209263.71,GT,W,W80
445606.33,209304.71,GT,W,W81
445607.33,209219.71,GT,W,W83
445572.33,209301.71,GT,W,W84
445566.33,209264.71,GT,W,W85
445546.33,209292.71,GT,W,W87
445514.33,209277.71,GT,W,W89
445496.33,209236.71,GT,W,W91
445495.33,209195.71,GT,W,W92
445509.33,209146.71,GT,W,W93
445546.33,209131.71,GT,W,W94
445509.33,209118.71,GT,W,W95
445493.33,209137.71,GT,W,W96
445487.33,209092.71,GT,W,W97
445459.33,209114.71,GT,W,W98
445380.33,209050.71,GT,W,W99
445385.33,209013.71,GT,W,W99A
445358.33,209039.71,GT,W,W100
445335.33,209003.71,GT,W,W101
445323.33,209040.71,GT,W,W102
445304.33,209032.71,GT,W,W103
445294.33,209015.71,GT,W,W103A
445273.33,208998.71,GT,W,W104
445237.33,208993.71,GT,W,W105
445289.39,209036.69,BT,W,W200
445347.23,209086.27,BT,W,W201
445399.5,209112.32,BT,W,W202
445415.92,209157.73,BT,W,W203
445450.07,209189.18,BT,W,W204
445560.31,209188.06,BT,W,W205
445587.33,209167.74,BT,W,W206
445625.1,209186.65,BT,W,W207
445650.29,209239.71,BT,W,W208
445746.54,209275.27,BT,W,W209
445856.55,209270.39,BT,W,W210
445965.45,209258.48,BT,W,W211
